id,EAP,HPL,MWS
id26305,0.9386779069900513,0.015072128735482693,0.04624994099140167
id17569,0.585771918296814,0.10681124031543732,0.3074168264865875
id11008,0.4890090525150299,0.3963865637779236,0.1146043911576271
id27763,0.14968986809253693,0.3069092035293579,0.5434008836746216
id12958,0.3916226923465729,0.3660731911659241,0.24230417609214783
id22965,0.16952383518218994,0.0708913654088974,0.7595847845077515
id09674,0.7385318875312805,0.14863814413547516,0.11282995343208313
id13515,0.5773182511329651,0.077482670545578,0.3451990783214569
id19322,0.5508993268013,0.06402545422315598,0.3850752115249634
id00912,0.2844904661178589,0.39079535007476807,0.32471412420272827
id16737,0.10372398048639297,0.21313217282295227,0.6831438541412354
id16607,0.7200022339820862,0.09738088399171829,0.18261684477329254
id19764,0.19456641376018524,0.46727195382118225,0.3381615877151489
id18886,0.14009493589401245,0.8345751762390137,0.025329867377877235
id17189,0.821412980556488,0.03904331848025322,0.13954366743564606
id12799,0.23348870873451233,0.47636091709136963,0.29015037417411804
id08441,0.8691247701644897,0.03461900353431702,0.09625624120235443
id13117,0.06288588047027588,0.011456450447440147,0.9256576895713806
id14862,0.8664394617080688,0.042326319962739944,0.09123414754867554
id20836,0.17613017559051514,0.267556369304657,0.5563134551048279
id11411,0.520792543888092,0.3641115725040436,0.11509591341018677
id08075,0.1413186490535736,0.6128109693527222,0.2458704262971878
id18925,0.400383323431015,0.08456353843212128,0.5150531530380249
id19925,0.8874040246009827,0.01846645586192608,0.0941295400261879
id01704,0.5403576493263245,0.20014290511608124,0.2594994604587555
id10125,0.11825113743543625,0.6489958763122559,0.2327529340982437
id02448,0.7317730784416199,0.03165193274617195,0.23657503724098206
id23451,0.922266960144043,0.047525372356176376,0.030207712203264236
id27907,0.14102472364902496,0.26225921511650085,0.5967161059379578
id08121,0.28804269433021545,0.5500705242156982,0.1618867814540863
id15222,0.9682725667953491,0.012389048933982849,0.019338402897119522
id00764,0.058208249509334564,0.382382333278656,0.5594094395637512
id00683,0.38925889134407043,0.31191736459732056,0.29882368445396423
id11733,0.519225001335144,0.08478162437677383,0.39599335193634033
id03205,0.17961028218269348,0.7214995622634888,0.09889011085033417
id01948,0.25399792194366455,0.5936549305915833,0.1523471623659134
id22412,0.3887818157672882,0.5756712555885315,0.03554692491889
id05258,0.04833158850669861,0.5165731906890869,0.43509525060653687
id00144,0.2968360483646393,0.4802623391151428,0.22290167212486267
id19576,0.8384823799133301,0.0942888855934143,0.06722868233919144
id01577,0.23597018420696259,0.25878670811653137,0.5052431225776672
id01651,0.4267047047615051,0.37443795800209045,0.1988573521375656
id27080,0.18037886917591095,0.7481493949890137,0.07147173583507538
id20751,0.15753330290317535,0.4291535019874573,0.4133131504058838
id21136,0.4991665184497833,0.4241669774055481,0.07666655629873276
id10279,0.5255755186080933,0.15733474493026733,0.3170897662639618
id12683,0.5507925748825073,0.06559386104345322,0.38361355662345886
id19180,0.5379584431648254,0.2936769425868988,0.16836459934711456
id02236,0.48455357551574707,0.4070276916027069,0.10841875523328781
id11523,0.3373391330242157,0.5853065252304077,0.07735433429479599
id22530,0.7911352515220642,0.13716672360897064,0.07169803977012634
id22197,0.8096404671669006,0.08080757409334183,0.10955195128917694
id24941,0.33630844950675964,0.18010322749614716,0.483588308095932
id15218,0.5710574388504028,0.18501099944114685,0.2439315766096115
